matrícula	nome	idade	renda	cor	sexo	ano_curso	escola	cod_curso	logradouro	numero	bairro	cidade	uf	cep	motivação
RA55002968	Celucia Gonçalves	19	2087.98	1	2	3	2	20	Rua Vinte e Quatro de Dezembro	633	Vila Dom Pedro II	São Paulo	SP	02241-050	10
RA55002505	Tailon Atilano	19	967.99	1	1	3	1	105	Rua Quinze de Novembro	993	Centro	São Paulo	SP	01013-907	9
RA55005989	Leniria Caires Carreiro	20	1256.43	2	2	4	2	31	Rua Primeiro de Maio	294	Jardim Colibri	São Paulo	SP	04855-630	7
RA55008868	Adam Olaio	25	5858.62	1	1	2	1	1	Avenida Nove de Julho	947	Jardim Paulista	São Paulo	SP	01406-100	3
RA55007165	Williamar Maranhão Silveira	21	2466.87	1	1	5	1	102	Rua Marechal Barbacena	416	Vila Regente Feijó	São Paulo	SP	03333-000	2
RA55000729	Geovanes Meireles Pádua	19	1013.99	1	1	3	1	109	Avenida Onze de Junho	167	Vila Clementino	São Paulo	SP	04041-000	10
RA55007588	Euds Proença Peseiro Marroquim	21	3307.86	1	1	5	2	82	Rua Rosa de Nossa Senhora	913	Vila Reis	São Paulo	SP	08040-400	3
RA55007544	Gesileide Palos Abranches	21	3542.86	1	2	5	1	39	Avenida Sargento Geraldo Sant'Ana	512	Jardim Taquaral	São Paulo	SP	04674-903	3
RA55000413	Kess Estrada	19	912.99	1	1	3	1	15	Rua Nove de Julho	677	Santo Amaro	São Paulo	SP	04739-900	10
RA55005746	Neandra Guimarães	20	1369.43	1	2	4	2	88	Rua Flor de Abril	918	Jardim Peri	São Paulo	SP	02651-140	8
RA55007669	Ailsson Barroso	21	3082.86	1	1	5	2	30	Rua Marcos Juarez	182	Vila Buenos Aires	São Paulo	SP	03736-090	3
RA55000826	Arman Fialho	19	863.99	2	1	3	1	11	Rua Primeiro de Maio	294	Jardim Colibri	São Paulo	SP	04855-630	10
RA55003268	Ermisson Janes Couto	19	2151.98	1	1	3	2	107	Rua Sargento Sílvio Nunes Miranda	474	Parque Peruche	São Paulo	SP	02532-050	6
RA55003975	Kethin Carvalheiro Camelo	20	1605.43	1	2	4	2	37	Rua Caetano Mero	60	Vila Constança	São Paulo	SP	04658-080	8
RA55008809	Isake Fiúza Câmara	24	3970.19	2	1	4	1	12	Rua do Buruí	876	Parque Casa de Pedra	São Paulo	SP	02320-170	3
RA55008307	Auane Talhão Ninharelhos	25	3385.65	1	2	4	1	32	Avenida Ceci	848	Planalto Paulista	São Paulo	SP	04065-000	3
RA55000418	Irza Noronha Azevedo Martinho	19	873.99	2	2	3	1	53	Rua Marechal Xavier da Câmara	200	Jardim das Laranjeiras	São Paulo	SP	02517-190	10
RA55006749	Francina Keil	21	2010.87	2	2	5	2	65	Rua Pedro Bruno	172	Butantã	São Paulo	SP	05506-010	4
RA55008968	Edenise Onofre	22	4155.3	1	2	2	2	5	Praça Sá Pinto	720	Vila Ipojuca	São Paulo	SP	05055-070	2
RA55002083	Rildo Xisto Feijó	19	1205.99	1	1	3	1	34	Rua Monsenhor Anacleto	13	Brás	São Paulo	SP	03003-020	10
RA55008946	Ildel Caparica Vidigal	25	4954.63	2	1	3	2	72	Avenida Duque de Caxias	893	Santa Efigênia	São Paulo	SP	01214-000	3
RA55003374	Liliane Malta Bonilha	19	1550.98	1	2	3	2	23	Rua Marechal Morais Âncora	434	Jardim Maria Luiza	São Paulo	SP	05371-000	6
RA55005727	Marbia Domingues Cascais	20	1514.43	1	2	4	1	20	Rua Major Sucupira	301	Vila Firmiano Pinto	São Paulo	SP	04124-050	7
RA55004108	Sezaria Mourato Aires	20	1504.43	1	2	4	2	34	Avenida Bosque da Saúde	962	Saúde	São Paulo	SP	04142-090	8
RA55004381	Raila Taborda Vital Bacelar	20	2000.43	1	2	4	2	87	Rua Rainha-do-Bosque	864	Vila Santa Inês	São Paulo	SP	03812-030	7
RA55007724	Delzenir Cisneiros Cortesão	21	3329.86	1	2	5	2	64	Rua Major Freire	202	Vila Monte Alegre	São Paulo	SP	04304-110	3
RA55001067	Ivoneti Freitas	19	803.99	1	2	3	1	82	Rua Major Dantas Cortez	117	Vila Gustavo	São Paulo	SP	02206-001	9
RA55003914	Stfani Parafita Ramires Caparica	20	1314.43	1	2	4	1	81	Rua Rui Porto	189	Chácara São João	São Paulo	SP	05109-180	8
RA55005537	Jordana Mena Bensaúde	20	1906.43	2	2	4	1	90	Rua Cinco de Maio	942	Vila Esperança	São Paulo	SP	03651-030	7
RA55008003	Willy Conceição Ramos	21	3325.86	1	2	5	2	40	Rua Trio Arquiduque	434	Jardim São Bernardo	São Paulo	SP	04844-520	3
RA55005388	Deniclei Almeida Capistrano	20	2271.42	1	1	4	2	83	Rua Pedro Feres	608	Água Branca	São Paulo	SP	05042-030	8
RA55005733	Aderson Ferro	20	1799.43	1	1	4	1	85	Rua 23 de Novembro	929	Vila Progresso (Zona Leste)	São Paulo	SP	08240-001	8
RA55002739	Clenderson Marroquim Cruz	19	1375.99	1	1	3	1	88	Rua Dom Lino	945	Luz	São Paulo	SP	01103-070	9
RA55005053	Irete Fraga Caetano	20	2066.42	1	2	4	2	89	Rua São João	323	Vila Pereira Barreto	São Paulo	SP	02920-050	6
RA55004001	Artenisia Temes	20	1334.43	1	2	4	1	18	Rua Major Júlio Valente	218	Parque Doroteia	São Paulo	SP	04474-310	7
RA55002428	Havana Corte-Real Neves Vital	19	791.99	1	2	3	1	16	Rua Sargento-Mor Carvalho	794	Cidade Ademar	São Paulo	SP	04405-080	9
RA55006834	Levis Amoedo	21	1881.87	1	1	5	1	42	Rua Treze de Agosto	878	Vila União (Zona Leste)	São Paulo	SP	03920-070	5
RA55001688	Marceles Malho Manso Franqueira	19	1209.99	1	2	3	1	106	Avenida Odila	792	Planalto Paulista	São Paulo	SP	04058-021	9
RA55000852	Valdeliro Lagoa Porto Loureiro	19	1163.99	1	1	3	1	85	Rua Ilha Maiorca	682	Jardim Guarujá	São Paulo	SP	05877-250	9
RA55006304	Marilza Melancia	20	1870.43	1	2	4	2	66	Avenida Marechal Tito	320	São Miguel Paulista	São Paulo	SP	08011-959	4
RA55009088	Valdevan Espargosa Antunes	25	5280.63	2	1	2	1	4	Rua Vinte e Dois de Fevereiro	763	Vila Ré	São Paulo	SP	03668-060	1
RA55005879	Elviane Nóbrega Jorge	20	1558.43	2	2	4	2	88	Rua Três de Maio	943	Vila Clementino	São Paulo	SP	04044-020	7
RA55008528	Monalisa Ferreira Coelho Ginjeira	23	4175.74	1	2	4	2	14	Rua Vinte e Oito de Setembro	136	Vila Dom Pedro I	São Paulo	SP	04267-000	3
RA55002840	Gleicio Tabanez Cirne Anes	19	1388.98	1	1	3	1	20	Praça Capri	573	Jardim Leonor Mendes de Barros	São Paulo	SP	02347-040	9
RA55004612	Creverson Vilarinho	20	1790.43	1	1	4	1	51	Rua Marechal Marques Porto	22	Jardim Caguassu	São Paulo	SP	03906-020	7
RA55009541	Loiane Moreno Aldeia Ataíde	26	6191.51	1	2	5	2	79	Vila Marcolina	134	Parque Vitória	São Paulo	SP	02268-040	0
RA55009208	Wiliane Cantanhede Frois	24	3830.19	1	2	2	2	85	Rua Almeida Araújo	681	Jardim Santa Etelvina	São Paulo	SP	08470-815	0
RA55002490	Patriscia Serralheiro	19	681.99	1	2	3	1	32	Rua Nossa Senhora Aparecida	709	Jardim São Francisco	São Paulo	SP	08390-252	9
RA55006906	Alafe Passarinho Quintela Lousã	21	1543.88	1	1	5	2	54	Rua Treze de Maio	471	Jardim Campo Limpo (Zona Norte)	São Paulo	SP	02362-075	4
RA55007391	Ibis Valadim Parracho Marroquim	21	2620.87	1	1	5	2	93	Rua André de Almeida	410	Cidade São Mateus	São Paulo	SP	03950-000	3
RA55002850	Valdeiris Rodrigues	19	2009.98	1	1	3	2	9	Rua Pedro Cubas	738	Piqueri	São Paulo	SP	02913-000	10
RA55006666	Anilvaldo Jamandas	21	2436.87	1	1	5	2	103	Rua Nossa Senhora Aparecida	709	Jardim São Francisco	São Paulo	SP	08390-252	5
RA55005882	Nairele Custódio Gorjão Cruz	20	1570.43	1	2	4	1	11	Rua Caetano Pinto	235	Brás	São Paulo	SP	03041-000	7
RA55004453	Daislane Vidigal Júdice Girão	20	1739.43	1	2	4	2	48	Rua Barão de Suruí	910	Vila Congonhas	São Paulo	SP	04612-120	6
RA55007422	Esmaelita Rebelo Amaro Viana	21	3349.86	1	2	5	2	45	Rua Caetano do Amaral	274	Vila Cruzeiro	São Paulo	SP	03382-130	2
RA55006485	Giovana Peçanha	21	1300.88	1	2	5	2	34	Rua Vinte e Sete de Setembro	464	Cidade Nova Heliópolis	São Paulo	SP	04235-040	4
RA55002480	Dalvani Santiago Quesado Pescada	19	698.99	1	2	3	1	66	Viela Vinte e Sete de Setembro	710	Cidade Nova Heliópolis	São Paulo	SP	04235-090	9
RA55006618	Pabllo Sampaio Lancastre Sardinha	21	1786.88	1	1	5	2	27	Avenida Agami	715	Moema	São Paulo	SP	04522-001	5
RA55002142	Joenilton Sítima Condorcet Barroso	19	661.99	1	1	3	1	93	Praça Félix	787	Vila Sílvia	São Paulo	SP	03820-210	9
RA55005189	Vilalba Quinta	20	1418.43	1	2	4	2	52	Rua D	704	Jardim Fontalis	São Paulo	SP	02360-171	6
RA55009705	Andriele Galvão Fidalgo	26	8488.04	1	2	1	2	13	Rua Treze de Maio	563	Bela Vista	São Paulo	SP	01327-900	0
RA55002745	Ivancleia Gorjão	19	2401.97	1	2	3	2	70	Rua Emílio Barbosa	875	Vila Prudente	São Paulo	SP	03135-040	9
RA55007254	Ellery Carromeu Luz	21	3071.86	2	1	5	2	78	Rua Dirceu de Almeida	46	Parque São Domingos	São Paulo	SP	05126-110	2
RA55003507	Denilva Malheiro Cobra	19	2284.98	1	2	3	2	25	Rua Nossa Senhora Aparecida	375	Jardim Francisco Mendes	São Paulo	SP	02366-110	8
RA55001680	Claudomiro Ulhoa	19	941.99	1	1	3	1	17	Rua Peruíbe	864	Jardim Europa	São Paulo	SP	01448-090	9
RA55004250	Sindeval Teixeira Marinho	20	1458.43	1	1	4	2	38	Avenida Marechal Tito	320	São Miguel Paulista	São Paulo	SP	08011-959	6
RA55003148	Sinara Noleto Tedim	19	1580.98	1	2	3	1	69	Avenida Bosque da Saúde	962	Saúde	São Paulo	SP	04142-090	7
RA55008131	Liniker Da Costa Santana Jamandas	22	3276.31	1	1	5	2	79	Praça da Sé	53	Sé	São Paulo	SP	01001-901	2
RA55007005	Rober Saldanha Valadim Guedelha	21	2111.87	1	1	5	2	22	Rua São Luís	207	Vila Cosmopolita	São Paulo	SP	08421-030	3
RA55000581	Orelio Monjardim Vasconcelos Bensaúde	19	1204.99	1	1	3	1	29	Rua Mozart Pinto	985	Jardim Guarujá	São Paulo	SP	05877-280	10
RA55004071	Franciliano Brião	20	2394.42	1	1	4	2	66	Avenida Moema	951	Planalto Paulista	São Paulo	SP	04077-912	7
RA55003344	Valdemon Alcaide	19	2365.97	1	1	3	1	74	Avenida Marechal Juarez Távora	301	Super Quadra Morumbi	São Paulo	SP	05750-000	7
RA55007405	Wilis Lancastre Rebouças Veloso	21	2988.86	1	1	5	1	110	Rua João Volpe	329	Vila Constança	São Paulo	SP	02256-110	2
RA55003673	Sirlen Castro Toste Aguiar	20	2081.42	1	2	4	1	66	Rua Ilha Maiorca	682	Jardim Guarujá	São Paulo	SP	05877-250	8
RA55000560	Raul Quintela Bandeira	19	1121.99	2	1	3	1	71	Avenida Nove de Julho	947	Jardim Paulista	São Paulo	SP	01406-100	9
RA55005238	Jarisa Barreno Pêcego Vale	20	2141.42	1	2	4	1	98	Rua João Gomes	306	Jardim Herculano	São Paulo	SP	04920-040	7
RA55007806	Rostan Barros	21	2481.87	1	1	5	2	27	Rua Dona Domitila	252	Vila Ponte Rasa	São Paulo	SP	03882-180	2
RA55000513	Belarmina Dourado Vilante	19	930.99	1	2	3	1	86	Rua Rosa de Nossa Senhora	73	Vila Reis	São Paulo	SP	08040-400	9
RA55001082	Dulcineide Sabrosa	19	1095.99	1	2	3	1	15	Rua Nossa Senhora da Luz	782	Vila Gustavo	São Paulo	SP	02250-210	9
RA55001665	Ilgo Monte Malho Maior	19	687.99	1	1	3	1	49	Rua O	635	Jardim Brasília (Zona Norte)	São Paulo	SP	02857-090	10
RA55009205	Felinto Vilas Boas Negrão Neves	25	3689.64	1	1	3	1	85	Rua Marechal Mello Ararigbóia	289	Vila Francos	São Paulo	SP	02880-060	1
RA55001932	Gerli Bonito	19	916.99	1	2	3	1	80	Rua Caetano Ruyvo	713	Parque Ramos Freitas	São Paulo	SP	02353-060	9
RA55009667	Willes Feira	37	11754.92	1	1	5	1	1	Rua N	349	Jardim Brasília (Zona Norte)	São Paulo	SP	02857-065	1
RA55001151	Gabriel Moreira Quadros Cadaval	19	839.99	1	2	3	1	99	Rua Ursa Maior	650	Cidade Satélite Santa Bárbara	São Paulo	SP	08330-390	10
RA55002839	Dalto Junqueira Caçoilo Loio	19	2297.98	1	1	3	2	110	Rua Major Walter Carlson	532	Jardim Arpoador	São Paulo	SP	05565-210	9
RA55005950	Ekaterine Morais Castanheda	20	1842.43	2	2	4	2	88	Rua Nossa Senhora da Penha	823	Penha de França	São Paulo	SP	03632-060	6
RA55008309	Kener Neves Cardoso Monteiro	25	2882.65	1	1	5	2	8	Rua Caetano de Moura	216	Vila Nina	São Paulo	SP	02833-060	2
RA55008933	Eudineia Barroqueiro	24	4610.19	1	2	3	2	88	Rua Vinte e Um de Abril	334	Jardim Colibri	São Paulo	SP	04855-620	3
RA55009789	Marilde Gravato Curado Câmara	41	7425.76	1	2	4	2	9	Rua Três de Maio	864	Vila Clementino	São Paulo	SP	04044-020	1
RA55005178	Dulcinda Gago Paz	20	2201.42	1	2	4	2	31	Praça Yedo	133	Vila Maria Alta	São Paulo	SP	02134-050	7
RA55000831	Crenilde Uchoa Caparica Cardoso	19	620.99	1	2	3	1	93	Avenida Moema	951	Planalto Paulista	São Paulo	SP	04077-912	9
RA55008312	Atencio Feijó Paulos	24	2484.21	1	1	2	1	9	Rua Pedro Feres	608	Água Branca	São Paulo	SP	05042-030	3
RA55004753	Hugolino Rei	20	2023.43	1	1	4	1	100	Rua Aracy de Almeida	997	Jardim Indaiá	São Paulo	SP	08143-010	6
RA55009851	Daniela Borges	38	23311.24	1	2	4	2	88	Rua Nove de Julho	677	Santo Amaro	São Paulo	SP	04739-900	1
RA55000636	Vandelio Martinho	19	818.99	1	1	3	1	89	Rua São Bento	984	Centro	São Paulo	SP	01010-001	10
RA55004466	Joeso Valadão	20	1868.43	1	1	4	1	100	Rua Rafael Barbosa	976	Jardim Maria Luiza	São Paulo	SP	05371-080	6
RA55006800	Cleiton Cerqueira Minho Natal	21	1635.88	1	1	5	2	26	Vila São João	348	Cidade São Mateus	São Paulo	SP	03961-130	4
RA55007988	Mirtis Lameiras	21	3646.85	1	2	5	1	31	Rua Orestes Barbosa	329	Jardim Palmares (Zona Sul)	São Paulo	SP	04457-000	3
RA55007080	Luid Paredes Branco	21	3571.86	1	1	5	2	108	Rua Nossa Senhora Aparecida	709	Jardim São Francisco	São Paulo	SP	08390-252	2
RA55006967	Silvanira Carvalhoso Chousa	21	2271.87	1	2	5	1	19	Rua Nossa Senhora da Piedade	327	Jardim Francisco Mendes	São Paulo	SP	02366-010	4
RA55004143	Delicia Morão Correia Galante	20	1528.43	1	2	4	2	92	Praça Gute	947	Vila Mariana	São Paulo	SP	04118-110	8
RA55007028	Imer Basílio	21	3300.86	1	2	5	2	78	Rua Vandoma	793	Parque Cocaia	São Paulo	SP	04850-170	2
RA55009184	Clemencio Alcoforado Parreir	23	5683.73	1	1	5	1	19	Rua Dom Lino	945	Luz	São Paulo	SP	01103-070	0
RA55000877	Rauani Galvão Caniça Fontes	19	793.99	1	2	3	1	46	Rua Capitão Prudente	202	Pinheiros	São Paulo	SP	05422-050	10
RA55004870	Cleudete Covilhã Botica	20	1954.43	1	2	4	2	98	Rua Sete de Abril	772	Centro	São Paulo	SP	01044-907	8
RA55005316	Airine Zagalo Osório	20	1578.43	1	2	4	2	84	Rua Nossa Senhora da Penha	823	Penha de França	São Paulo	SP	03632-060	8
RA55005223	Leslia Sítima	20	2023.43	1	2	4	2	98	Rua Domingos Maza	903	Vila Boaçava	São Paulo	SP	05170-280	7
RA55000005	Rubenilton Meneses Conde	19	78.0	1	1	3	1	48	Praça da Sé	53	Sé	São Paulo	SP	01001-901	10
RA55003052	Wilma Ventura Carrasco Guedelha	19	1677.98	1	1	3	2	106	Rua Treze de Maio	349	Bela Vista	São Paulo	SP	01327-905	6
RA55005692	Jacieli Boga Corte-Real	20	2374.42	1	2	4	2	52	Rua Marconi	585	Centro	São Paulo	SP	01047-910	8
RA55003125	Clauderci Castanheira Charneca	19	2185.98	1	1	3	2	15	Rua Albina Barbosa	289	Aclimação	São Paulo	SP	01530-020	8
RA55002492	Luzidete Lins Mantas Neiva	19	1036.99	2	2	3	1	106	Rua Monsenhor Anacleto	339	Brás	São Paulo	SP	03003-020	9
RA55003855	Janaisa Piteira Alcoforado	20	1534.43	2	2	4	1	51	Avenida Marechal Tito	338	Jardim Silva Teles	São Paulo	SP	08160-505	8
RA55004778	Rayelle Sabrosa Câmara Soveral	20	2037.43	1	1	4	2	1	Rua Major João Nunes	800	Jardim São Paulo(Zona Norte)	São Paulo	SP	02046-070	6
RA55007510	Shara Baldaia	21	3238.86	1	2	5	1	63	Rua Capitão Luís Ramos	871	Vila Guilherme	São Paulo	SP	02066-010	2
RA55006458	Abel Penteado	21	1392.88	1	1	5	1	46	Praça Marechal Deodoro	187	Santa Cecília	São Paulo	SP	01150-010	4
RA55006294	Arieni Amaro Marins Brites	20	1561.43	1	2	4	2	22	Rua O	635	Jardim Brasília (Zona Norte)	São Paulo	SP	02857-090	4
RA55001149	Dieimes Leite Chousa Nunes	19	1043.99	1	1	3	1	80	Rua Marcos Freire	439	Jardim Nova Conquista	São Paulo	SP	08346-580	9
RA55000575	Cidilene Ginjeira	19	708.99	2	2	3	1	6	Rua Duquesa de Tancos	949	Jardim Ângela (Zona Sul)	São Paulo	SP	04920-140	9
RA55003770	Luciele Toledo Severiano Medina	20	2358.42	1	2	4	1	28	Rua Dom Valentim	536	Jardim Colombo	São Paulo	SP	05629-040	6
RA55004147	Eronilson Mirandela Vale Valente	20	1601.43	1	1	4	1	90	Rua Major Freire	202	Vila Monte Alegre	São Paulo	SP	04304-110	7
RA55000854	Reneu Cabral Valcanaia Reis	19	1004.99	1	1	3	1	68	Rua Doze de Outubro	921	União de Vila Nova	São Paulo	SP	08071-072	9
RA55005920	Gelci Carlos	20	2381.42	2	1	4	2	96	Praça Caipé	376	Vila Califórnia	São Paulo	SP	03213-010	6
RA55009359	Cleversson Festas	42	5082.23	1	1	5	2	21	Rua Benedita Barbosa	729	Vila Barbosa	São Paulo	SP	02556-100	1
RA55006615	Jossara Carrilho	21	1534.88	1	2	5	2	91	Rua Rui Barbosa	229	Bela Vista	São Paulo	SP	01326-010	5
RA55006003	Raine Porto	20	1265.43	1	2	4	2	10	Rua Dona Domitila	252	Vila Ponte Rasa	São Paulo	SP	03882-180	4
RA55009164	Heloisa Hipólito Mafra Franca	23	4263.74	1	2	1	1	15	Rua João Gomes	306	Jardim Herculano	São Paulo	SP	04920-040	0
RA55004496	Zigmundo Sobral Carvalhosa	20	1518.43	1	1	4	1	72	Rua Silva Pinto	972	Bom Retiro	São Paulo	SP	01126-010	8
RA55008174	Deildes Balsemão	25	2806.65	1	2	5	2	13	Avenida Duquesa de Goiás	792	Real Parque	São Paulo	SP	05686-900	2
RA55006656	Walquira Lobato Câmara	21	1841.87	1	2	5	1	65	Rua Sete de Abril	277	Parque Primavera	São Paulo	SP	04467-285	4
RA55002369	Pricila Faleiro Prada Barbalho	19	868.99	1	2	3	1	19	Rua Marechal Deodoro	565	Santo Amaro	São Paulo	SP	04738-900	9
RA55004781	Wislen Ulhoa	20	2040.43	1	1	4	2	83	Praça Guarus	280	Parque do Lago	São Paulo	SP	04944-160	8
RA55007993	Zelina Quintana	21	3547.86	1	2	5	2	24	Rua Marino Pinto	894	Jardim Palmares (Zona Sul)	São Paulo	SP	04457-090	3
RA55002951	Ianara Rodrigues	19	1670.98	1	2	3	2	89	Rua Major Ari Gomes	118	Vila Mazzei	São Paulo	SP	02309-050	9
RA55005626	Marlen Viegas	20	2367.42	2	2	4	2	111	Rua Joaquim Caetano	994	Cidade Nova América	São Paulo	SP	04897-525	7
RA55006972	Carolin Vilanova Gouveia	21	2373.87	1	1	5	2	14	Rua A	587	Jardim Elizabeth	São Paulo	SP	08320-685	5
RA55008717	Mauruzan Regueira	23	5817.73	1	1	3	1	23	Rua Frei João	771	Vila Nair	São Paulo	SP	04280-130	3
RA55001842	Tatiza Gomide Rosado Cerveira	19	893.99	1	2	3	1	20	Avenida Dezenove de Janeiro	320	Vila Carrão	São Paulo	SP	03449-000	9
RA55005987	Erina Álvares Caiado	20	2388.42	1	2	4	1	16	Rua Major Marcelino	634	Brás	São Paulo	SP	03025-020	7
RA55000538	Laice Cachoeira Carvalheiro	19	1091.99	2	2	3	1	108	Rua H	161	Jardim Mar Lune	São Paulo	SP	04874-120	9
RA55002807	Barnabel Canto Sandinha	19	1579.98	1	1	3	1	79	Rua São Pedro	138	Jardim Raposo Tavares	São Paulo	SP	05551-080	9
RA55005802	Ericles Carmo Borges Pinto	20	1517.43	2	1	4	2	92	Rua Treze de Maio	267	Bela Vista	São Paulo	SP	01327-905	7
RA55005597	Merielle Mont'Alverne Bugalho Caires	20	2429.42	1	2	4	2	78	Rua Ernani Pinto	803	Vila Maria Alta	São Paulo	SP	02128-020	8
RA55007207	Altemicio Melancia Benevides	21	3292.86	1	1	5	2	107	Rua Sargento Sílvio Nunes Miranda	474	Parque Peruche	São Paulo	SP	02532-050	3
RA55007344	Erizeu Chaves Azenha	21	3258.86	2	1	5	2	8	Rua Capitão Rangel	574	Vila São Geraldo	São Paulo	SP	03607-100	3
RA55007561	Aimar Camelo Outeiro Bastos	21	2949.86	1	2	5	1	47	Avenida Moaci	541	Planalto Paulista	São Paulo	SP	04083-005	2
RA55008097	Genesia Nobre	23	3303.75	1	2	5	1	112	Rua João Gomes	306	Jardim Herculano	São Paulo	SP	04920-040	3
RA55000785	Valdines Temes	19	1178.99	1	1	3	1	6	Rua Duque de Palmela	626	Vila Praia	São Paulo	SP	05750-200	9
RA55001410	Oigres Teves Terra	19	773.99	1	1	3	1	10	Praça Aramã	946	Jardim Nordeste	São Paulo	SP	03691-160	10
RA55000155	Onis Nunes	19	562.99	1	1	3	1	109	Rua São João	847	Jardim Nova Conquista	São Paulo	SP	08346-405	9
RA55007807	Queide Borba Noleto	21	2991.86	1	2	5	2	87	Travessa Cinco de Janeiro	924	Jardim São Savério	São Paulo	SP	04194-345	3
RA55003010	Aldir Filgueiras Castilho Loio	19	2152.98	1	1	3	2	68	Rua Benedita Barbosa	729	Vila Barbosa	São Paulo	SP	02556-100	7
RA55001687	Zanildo Mascarenhas Velasques	19	739.99	1	1	3	1	53	Avenida Marechal Tito	338	Jardim Silva Teles	São Paulo	SP	08160-505	10
RA55004015	Elielso Parafita Vilante	20	2429.42	1	1	4	2	103	Rua Albina Barbosa	289	Aclimação	São Paulo	SP	01530-020	6
RA55007456	Wilsiane Nolasco	21	3642.85	1	2	5	2	21	Praça da Sé	631	Sé	São Paulo	SP	01001-901	3
RA55003864	Glaise Quaresma Dutra	20	1769.43	2	2	4	2	44	Rua Major Sucupira	301	Vila Firmiano Pinto	São Paulo	SP	04124-050	7
RA55002734	Soreia Faia Neres	19	2134.98	1	2	3	2	53	Rua São João	461	Cidade de Deus	São Paulo	SP	08081-655	9
RA55001896	Neurizete Robalinho	19	627.99	1	2	3	1	52	Rua do Buruí	876	Parque Casa de Pedra	São Paulo	SP	02320-170	10
RA55005443	Marjane Mariz Tedim	20	2340.42	1	2	4	1	39	Rua Pires de Almeida	58	Vila Pita	São Paulo	SP	02478-130	7
RA55000570	Clovisson Paranhos Rosa	19	746.99	1	1	3	1	78	Rua Major Júlio Valente	218	Parque Doroteia	São Paulo	SP	04474-310	9
RA55006710	Aumir Filipe Cedraz	21	2267.87	1	1	5	2	41	Rua Vinte e Um de Abril	334	Jardim Colibri	São Paulo	SP	04855-620	4
RA55005855	Evanildo Cedro	20	1743.43	1	1	4	2	109	Avenida Sargento Geraldo Sant'Ana	572	Jardim Taquaral	São Paulo	SP	04674-901	8
RA55001817	Naitiara Noite	19	703.99	1	2	3	1	95	Rua Major Claudiano	49	Vila Gea	São Paulo	SP	04692-030	10
RA55008320	Elizanzela Graça Picanço 	22	3641.3	2	2	2	2	69	Rua Soldado Sebastião Felício	171	Parque Novo Mundo	São Paulo	SP	02144-070	2
RA55003395	Edclecia Murteira Branco Cerveira	19	1267.99	1	2	3	2	84	Rua Treze de Maio	563	Bela Vista	São Paulo	SP	01327-900	7
RA55003328	Wildemberg Foquiço	19	2400.97	2	1	3	2	59	Rua Marechal Barbacena	416	Vila Regente Feijó	São Paulo	SP	03333-000	7
RA55009983	Edmere Monjardim Boto	49	454989.49	1	2	4	2	66	Rua Onofre Pinto	15	Jardim Lajeado	São Paulo	SP	08441-211	1
RA55006103	Quildo Mendonça Cedro Mieiro	20	1998.43	1	1	4	2	28	Rua Nossa Senhora da Penha	823	Penha de França	São Paulo	SP	03632-060	5
RA55002976	Inalda Valadão Dinis	19	2411.97	1	2	3	2	20	Rua Primeiro de Maio	294	Jardim Colibri	São Paulo	SP	04855-630	10
RA55000981	Jussara Pinho Gois	19	897.99	1	2	3	1	70	Rua Três de Maio	864	Vila Clementino	São Paulo	SP	04044-020	9
RA55000191	Amazilia Negreiros Doutel	19	101.0	1	2	3	1	39	Rua Marechal Pimentel	204	Sacomã	São Paulo	SP	04248-100	10
RA55009332	Andrileia Olaio Melancia	24	4529.19	1	2	4	2	53	Rua Major João Nunes	800	Jardim São Paulo(Zona Norte)	São Paulo	SP	02046-070	1
RA55005089	Solrac Xisto Sodré Bilhalva	20	1225.43	1	1	4	2	35	Rua Capitão José Leite	759	Vila Matilde	São Paulo	SP	03510-010	6
RA55000700	Lindiomara Alcoforado Eanes	19	1101.99	1	2	3	1	70	Rua Dom Pedro	498	Jardim Apurá	São Paulo	SP	04470-037	10
RA55009760	Izildo Macieira	31	6269.75	1	1	2	2	94	Rua Baltazar Barbosa	836	Parque São Rafael	São Paulo	SP	08320-500	1
RA55000607	Jailsson Simão	19	843.99	1	1	3	1	95	Rua Soldado Sebastião Felício	171	Parque Novo Mundo	São Paulo	SP	02144-070	10
RA55000302	Raniele Porciúncula Linhares Prudente	19	548.99	2	2	3	1	35	Praça Ereá	583	Vila Londrina	São Paulo	SP	03731-200	10
RA55003421	Marderson Portela Tristão	19	1313.99	2	1	3	1	7	Viela Vinte e Sete de Setembro	710	Cidade Nova Heliópolis	São Paulo	SP	04235-090	7
RA55009805	Wedeson Andrade Parreir Faleiro	30	10255.81	1	1	5	2	39	Rua João Canzi	697	Jardim Patente	São Paulo	SP	04243-090	1
RA55001061	Adjalme Morais Bastos	19	858.99	1	1	3	1	97	Rua Vinte e Quatro de Dezembro	307	Vila Dom Pedro II	São Paulo	SP	02241-050	10
RA55003445	Kaita Figueiró	19	2199.98	1	2	3	2	66	Rua Três de Maio	864	Vila Clementino	São Paulo	SP	04044-020	6
RA55001070	Atina Murtinho Sabala	19	1210.99	1	2	3	1	17	Avenida Bosque da Saúde	962	Saúde	São Paulo	SP	04142-090	10
RA55002206	Jemis Gil	19	887.99	1	1	3	1	26	Rua Nossa Senhora Aparecida	375	Jardim Francisco Mendes	São Paulo	SP	02366-110	9
